sheet_name,table_name,date,value,frequency,time_period_description,average_sales_2022,note_ref,dataset_code
Table 5,Percentage change latest month on same month a year ago,2009 Jul,2.3,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2009 Jul,4.2,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2009 Jul,2.7,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2009 Jul,2.6,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2009 Jul,-2.0,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2009 Aug,2.0,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2009 Aug,4.5,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2009 Aug,-2.2,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2009 Aug,2.0,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2009 Aug,0.1,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2009 Sep,2.2,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2009 Sep,3.5,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2009 Sep,3.1,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2009 Sep,2.7,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2009 Sep,-1.6,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2009 Oct,3.2,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2009 Oct,2.0,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2009 Oct,4.0,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2009 Oct,6.7,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2009 Oct,1.6,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2009 Nov,3.0,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2009 Nov,1.4,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2009 Nov,1.7,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2009 Nov,5.6,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2009 Nov,4.3,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2009 Dec,3.0,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2009 Dec,3.6,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2009 Dec,-0.4,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2009 Dec,5.2,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2009 Dec,2.7,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2010 Jan,0.0,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2010 Jan,1.8,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2010 Jan,3.9,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2010 Jan,-2.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2010 Jan,-4.9,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2010 Feb,3.6,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2010 Feb,0.0,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2010 Feb,7.4,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2010 Feb,8.9,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2010 Feb,4.0,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2010 Mar,4.3,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2010 Mar,2.5,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2010 Mar,8.5,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2010 Mar,8.2,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2010 Mar,1.6,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2010 Apr,1.3,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2010 Apr,-1.2,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2010 Apr,5.1,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2010 Apr,2.3,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2010 Apr,2.8,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2010 May,3.5,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2010 May,1.6,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2010 May,10.3,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2010 May,1.7,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2010 May,3.9,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2010 Jun,2.4,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2010 Jun,1.3,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2010 Jun,7.0,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2010 Jun,2.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2010 Jun,1.5,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2010 Jul,2.7,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2010 Jul,1.1,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2010 Jul,6.1,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2010 Jul,0.7,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2010 Jul,5.1,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2010 Aug,2.5,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2010 Aug,0.1,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2010 Aug,7.9,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2010 Aug,0.3,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2010 Aug,5.7,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2010 Sep,2.4,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2010 Sep,0.8,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2010 Sep,7.5,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2010 Sep,-0.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2010 Sep,4.2,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2010 Oct,2.4,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2010 Oct,2.0,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2010 Oct,7.6,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2010 Oct,-3.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2010 Oct,4.6,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2010 Nov,2.7,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2010 Nov,2.0,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2010 Nov,8.2,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2010 Nov,-6.7,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2010 Nov,8.8,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2010 Dec,1.9,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2010 Dec,0.9,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2010 Dec,8.3,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2010 Dec,-8.3,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2010 Dec,8.1,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2011 Jan,5.9,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2011 Jan,1.3,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2011 Jan,9.7,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2011 Jan,2.5,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2011 Jan,17.3,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2011 Feb,2.9,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2011 Feb,2.0,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2011 Feb,3.6,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2011 Feb,-3.3,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2011 Feb,10.5,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2011 Mar,1.1,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2011 Mar,0.6,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2011 Mar,1.8,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2011 Mar,-7.9,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2011 Mar,10.3,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2011 Apr,6.8,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2011 Apr,8.3,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2011 Apr,12.8,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2011 Apr,-6.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2011 Apr,10.5,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2011 May,2.1,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2011 May,1.6,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2011 May,2.7,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2011 May,-4.2,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2011 May,8.0,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2011 Jun,2.2,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2011 Jun,1.2,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2011 Jun,4.5,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2011 Jun,-2.9,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2011 Jun,6.5,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2011 Jul,2.7,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2011 Jul,4.4,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2011 Jul,4.1,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2011 Jul,-4.7,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2011 Jul,4.5,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2011 Aug,2.2,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2011 Aug,5.0,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2011 Aug,3.2,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2011 Aug,-7.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2011 Aug,4.3,monthly,Other non-food,,Note 3,HN62
